ORF,Chr,ORF Start,ORF End,Strand,TSS,TTS,+1 nucleosome,-1 nucleosome,NDR Center,NDR Width
YKL112W,chrXI,226570,228765,1,226403,228906,226518,226142,226330,229
YKL110C,chrXI,229880,228939,-1,229933,228797,229895,230155,230025,113
YKL108W,chrXI,234426,235787,1,234411,235927,234450,234185,234318,118
YKL106W,chrXI,237536,238891,1,237419,239012,237501,237240,237371,114
YKL104C,chrXI,245373,243220,-1,245575,242972,245506,245930,245718,277
YKL103C,chrXI,247682,246138,-1,247761,245961,247702,248170,247936,321
YKL101W,chrXI,248920,253476,1,248665,253524,248598,248311,248455,140
YKL099C,chrXI,256472,255720,-1,256541,255634,256492,256771,256632,132
YKL098W,chrXI,256770,257843,1,256744,257927,256771,256492,256632,132
YKL096W,chrXI,261132,261851,1,261090,261947,260980,260326,260653,507
YKL095W,chrXI,262277,263113,1,262095,263113,262160,261871,262016,142
YKL094W,chrXI,263349,264290,1,263331,264379,263391,263084,263238,160
YKL093W,chrXI,264789,265808,1,264789,265999,264693,264366,264530,180
YKL092C,chrXI,269459,266145,-1,269535,266015,269484,269720,269602,89
YKL091C,chrXI,270650,269718,-1,270681,269623,270623,270872,270748,102
YKL090W,chrXI,271878,273209,1,271842,273389,271912,271664,271788,101
YKL089W,chrXI,273394,275043,1,273369,275137,273416,273172,273294,97
YKL088W,chrXI,275283,276998,1,275254,277208,275299,275030,275165,122
YKL087C,chrXI,277863,277189,-1,277962,277087,277929,278242,278086,166
YKL086W,chrXI,278281,278664,1,278255,278755,278242,277929,278086,166
YKL085W,chrXI,279123,280127,1,279032,280493,279031,278746,278889,138
YKL084W,chrXI,280509,280859,1,280467,281069,280511,280205,280358,159
YKL082C,chrXI,282329,281025,-1,282394,280912,282352,282596,282474,97
YKL081W,chrXI,282891,284455,1,282866,284694,282876,282596,282736,133
YKL080W,chrXI,285030,286208,1,284925,286257,284962,284618,284790,197
YKL079W,chrXI,286603,288573,1,286547,288649,286584,286357,286471,80
YKL078W,chrXI,288845,291052,1,288812,291135,288861,288586,288724,128
YKL074C,chrXI,296193,294610,-1,296187,294536,296163,296429,296296,119
YKL073W,chrXI,296430,299075,1,296380,299162,296429,296163,296296,119
YKL072W,chrXI,299582,301882,1,299381,302014,299398,299126,299262,125
YKL069W,chrXI,307285,307827,1,307277,307889,307332,307020,307176,165
YKL068W,chrXI,310199,313078,1,310079,313196,310167,309840,310004,180
YKL067W,chrXI,314812,315273,1,314742,315467,314780,314458,314619,175
YKL065C,chrXI,317057,316437,-1,317093,316346,317102,317350,317226,101
YKL064W,chrXI,317764,320673,1,317564,320836,317594,317350,317472,97
YKL062W,chrXI,323228,325120,1,323123,325447,322942,322182,322562,613
YKL060C,chrXI,327487,326408,-1,327511,326327,327354,328154,327754,653
YKL059C,chrXI,329443,328118,-1,329513,328025,329464,329714,329589,103
YKL058W,chrXI,330166,330534,1,330158,330746,330174,329932,330053,95
YKL057C,chrXI,333969,330856,-1,334034,330806,333965,334291,334128,179
YKL056C,chrXI,334915,334412,-1,334958,334310,334946,335345,335146,252
YKL055C,chrXI,336157,335321,-1,336185,335125,336136,336361,336249,78
YKL054C,chrXI,338753,336537,-1,338850,336326,338832,339189,339011,210
YKL053C-A,chrXI,339442,339182,-1,339515,339067,339472,339743,339608,124
YKL052C,chrXI,340546,339668,-1,340569,339634,340524,340893,340709,222
YKL051W,chrXI,341312,342373,1,341149,342469,341170,340893,341032,130
YKL050C,chrXI,345620,342852,-1,345620,342668,345348,345573,345461,78
YKL049C,chrXI,346764,346075,-1,346803,345983,346755,347051,346903,149
YKL048C,chrXI,349136,347214,-1,349221,347061,349184,349455,349320,124
YKL046C,chrXI,352624,351275,-1,352842,351039,352804,353070,352937,119
YKL045W,chrXI,353493,355079,1,353426,355182,353462,353216,353339,99
YKL043W,chrXI,356748,357848,1,356475,358007,356444,355337,355891,960
YKL042W,chrXI,358475,359566,1,358386,359787,358409,358113,358261,149
YKL041W,chrXI,360143,360817,1,360025,360877,360070,359810,359940,113
YKL040C,chrXI,361828,361058,-1,361904,360808,361835,362084,361960,102
YKL039W,chrXI,362622,364193,1,362454,364446,362514,362235,362375,132
YKL038W,chrXI,365605,369117,1,365375,369283,365435,365173,365304,115
YKL035W,chrXI,369891,371390,1,369820,371558,369853,369510,369682,196
YKL034W,chrXI,371829,374105,1,371738,374218,371777,371505,371641,125
YKL033W,chrXI,375456,378572,1,375450,378878,375477,375232,375355,98
YKL032C,chrXI,381858,380065,-1,382040,379908,381934,382822,382378,741
YKL029C,chrXI,384725,382716,-1,384762,382604,384651,384984,384818,186
YKL028W,chrXI,385758,387206,1,385728,387273,385784,385524,385654,113
YKL027W,chrXI,387562,388905,1,387505,389022,387521,387162,387342,212
YKL026C,chrXI,389883,389380,-1,390006,389207,389962,390213,390088,104
YKL025C,chrXI,392279,390240,-1,392313,390180,392259,392537,392398,131
YKL024C,chrXI,393140,392526,-1,393365,392423,393366,393751,393559,238
YKL022C,chrXI,397248,394726,-1,397165,394625,397096,397371,397234,128
YKL021C,chrXI,398750,397344,-1,398618,397258,398544,398826,398685,135
YKL020C,chrXI,402080,398832,-1,402133,398766,402080,402342,402211,115
YKL019W,chrXI,402568,403518,1,402556,403594,402576,402342,402459,87
YKL018W,chrXI,404102,405091,1,404072,405220,404126,403868,403997,111
YKL017C,chrXI,407241,405190,-1,407249,405125,407194,407410,407302,69
YKL016C,chrXI,407989,407465,-1,408060,407368,408052,408499,408276,300
YKL015W,chrXI,408544,411483,1,408446,411596,408499,408052,408276,300
YKL014C,chrXI,416913,411619,-1,416943,411505,416924,417152,417038,81
YKL013C,chrXI,418023,417508,-1,418038,417343,418012,418303,418158,144
YKL012W,chrXI,418310,420061,1,418247,420202,418303,418012,418158,144
YKL011C,chrXI,421216,420155,-1,421219,420073,421169,421374,421272,58
YKL010C,chrXI,425875,421424,-1,425979,421365,425929,426235,426082,159
YKL009W,chrXI,426242,426952,1,426206,427045,426235,425929,426082,159
YKL008C,chrXI,428551,427295,-1,428675,427222,428688,429311,429000,476
YKL007W,chrXI,429302,430108,1,429273,430246,429311,428688,429000,476
YKL006C-A,chrXI,430632,430198,-1,430674,430129,430618,430888,430753,123
YKL006W,chrXI,431906,432720,1,431887,432810,431921,431289,431605,485
YKL005C,chrXI,434877,433093,-1,434993,432920,434953,435270,435112,170
YKL004W,chrXI,435580,436785,1,435223,436926,435270,434953,435112,170
YKL003C,chrXI,437492,437097,-1,437485,436999,437464,437740,437602,129
YKL002W,chrXI,437778,438544,1,437701,438620,437740,437464,437602,129
YKL001C,chrXI,439385,438777,-1,439429,438700,439459,439794,439627,188
YKR001C,chrXI,442722,440608,-1,442764,440466,442742,443037,442890,148
YKR002W,chrXI,443232,444938,1,443027,445014,443037,442742,442890,148
YKR003W,chrXI,445381,446727,1,445321,446816,445356,445027,445192,182
YKR004C,chrXI,448036,446799,-1,448083,446733,448018,448303,448161,138
YKR006C,chrXI,451217,450423,-1,451221,450327,451195,451476,451336,134
YKR007W,chrXI,451434,451988,1,451414,452069,451476,451195,451336,134
YKR008W,chrXI,452201,454078,1,452169,454203,452224,451944,452084,133
YKR009C,chrXI,457054,454352,-1,457054,454236,457158,457447,457303,142
YKR010C,chrXI,461239,458924,-1,461353,458821,461299,461604,461452,158
YKR013W,chrXI,463959,464948,1,463919,465049,463777,463448,463613,182
YKR014C,chrXI,466071,465367,-1,466180,465136,466161,466427,466294,119
YKR016W,chrXI,469717,471339,1,469669,471456,469719,469419,469569,153
YKR019C,chrXI,478063,476216,-1,478145,476078,478111,478364,478238,106
YKR020W,chrXI,478338,478832,1,478321,479049,478364,478111,478238,106
YKR021W,chrXI,479234,481981,1,479165,482136,479225,478962,479094,116
YKR022C,chrXI,483139,482171,-1,483195,482040,483152,483422,483287,123
YKR024C,chrXI,487372,485144,-1,487399,485067,487393,487791,487592,251
YKR025W,chrXI,487770,488618,1,487739,488720,487791,487393,487592,251
YKR026C,chrXI,489655,488738,-1,489736,488565,489685,489958,489822,126
YKR027W,chrXI,491364,493661,1,491303,493742,491161,490817,490989,197
YKR028W,chrXI,494257,497358,1,493995,497484,493926,493638,493782,141
YKR029C,chrXI,499833,497578,-1,499872,497567,499804,500040,499922,89
YKR030W,chrXI,500282,501103,1,500230,501213,500280,500040,500160,93
YKR031C,chrXI,506395,501344,-1,506490,501122,506437,506711,506574,127
YKR034W,chrXI,506898,507707,1,506898,507707,506711,506437,506574,127
YKR035W-A,chrXI,507939,508553,1,507922,508681,507964,507690,507827,127
YKR036C,chrXI,510633,508702,-1,510663,508583,510604,510843,510724,92
YKR037C,chrXI,511797,510910,-1,511806,510746,511751,512008,511880,110
YKR038C,chrXI,513159,511999,-1,513177,511907,513136,513553,513345,270
YKR039W,chrXI,515063,516871,1,514991,516941,514730,514370,514550,213
YKR042W,chrXI,519527,520624,1,519319,520858,519372,518896,519134,329
YKR043C,chrXI,521712,520897,-1,521744,520780,521698,521958,521828,113
YKR044W,chrXI,522015,523346,1,521955,523401,521958,521698,521828,113
YKR046C,chrXI,525074,524223,-1,525083,524066,525011,525326,525169,168
YKR048C,chrXI,526640,525387,-1,526659,525255,526610,526889,526750,132
YKR049C,chrXI,527231,526830,-1,527249,526763,527165,527430,527298,118
YKR050W,chrXI,527815,530484,1,527794,530678,527830,527579,527705,104
YKR052C,chrXI,533464,532550,-1,533535,532176,533622,533826,533724,57
YKR053C,chrXI,535281,534067,-1,535281,534004,535487,535746,535617,112
YKR054C,chrXI,547925,535647,-1,547990,535412,547944,548206,548075,115
YKR055W,chrXI,548216,549091,1,548174,549393,548206,547944,548075,115
YKR056W,chrXI,549448,551367,1,549563,551431,549606,549331,549469,128
YKR057W,chrXI,551657,552242,1,551627,552441,551667,551323,551495,197
YKR058W,chrXI,552770,554620,1,552770,554719,552658,552335,552497,176
YKR059W,chrXI,554987,556174,1,554956,556283,554994,554637,554816,210
YKR060W,chrXI,556518,557342,1,556487,557453,556531,556308,556420,76
YKR061W,chrXI,557677,558954,1,557595,559139,557611,557336,557474,128
YKR062W,chrXI,559666,560652,1,559575,560881,559655,559326,559491,182
YKR063C,chrXI,562297,560789,-1,562308,560649,562270,562549,562410,132
YKR064W,chrXI,562547,565138,1,562503,565164,562549,562270,562410,132
YKR065C,chrXI,565892,565299,-1,565921,565179,565870,566150,566010,133
YKR066C,chrXI,567198,566113,-1,567202,566021,567176,567426,567301,103
YKR067W,chrXI,567918,570149,1,567830,570304,567843,567600,567722,96
YKR068C,chrXI,570909,570328,-1,570942,570160,570907,571181,571044,127
YKR069W,chrXI,571612,573393,1,571450,573428,571542,571181,571362,214
YKR071C,chrXI,575980,574934,-1,576023,574665,575980,576284,576132,157
YKR072C,chrXI,578123,576435,-1,578270,576395,578257,578525,578391,121
YKR074W,chrXI,579209,579676,1,579217,579800,579217,578853,579035,217
YKR076W,chrXI,582283,583395,1,581988,583435,582042,581795,581919,100
YKR077W,chrXI,583653,584744,1,583625,584818,583607,583344,583476,116
YKR078W,chrXI,584952,586709,1,584961,586752,584990,584749,584870,94
YKR079C,chrXI,589305,586789,-1,589517,586647,589550,589798,589674,101
YKR080W,chrXI,590395,591357,1,590332,591507,590276,589798,590037,331
YKR081C,chrXI,592540,591506,-1,592561,591421,592520,592821,592671,154
YKR082W,chrXI,592825,596298,1,592777,596373,592821,592520,592671,154
YKR083C,chrXI,596822,596421,-1,596890,596244,596832,597081,596957,102
YKR084C,chrXI,598890,597055,-1,598925,596971,598889,599134,599012,98
YKR085C,chrXI,599681,599094,-1,599690,599003,599635,599893,599764,111
YKR086W,chrXI,599857,603072,1,599832,603165,599893,599635,599764,111
YKR087C,chrXI,604232,603195,-1,604237,603095,604184,604414,604299,83
YKR088C,chrXI,605418,604405,-1,605431,604337,605395,605648,605522,106
YKR089C,chrXI,608365,605633,-1,608442,605551,608408,608851,608630,296
YKR090W,chrXI,608946,611066,1,608773,611207,608851,608408,608630,296
YKR091W,chrXI,611525,612265,1,611491,612265,611505,611204,611355,154
YKR092C,chrXI,613885,612665,-1,613914,612418,613872,614207,614040,188
YKR093W,chrXI,615730,617535,1,615636,617735,615303,614748,615026,408
YKR094C,chrXI,618750,617996,-1,618799,617808,618765,619135,618950,223
YKR095W,chrXI,619805,625432,1,619631,625619,619685,619401,619543,137
YKR095W-A,chrXI,625864,626205,1,625854,626299,625893,625584,625739,162
YKR096W,chrXI,626793,630380,1,626573,630490,626599,626335,626467,117
YKR097W,chrXI,631152,632801,1,631152,632801,630830,630391,630611,292
YKR098C,chrXI,635179,633026,-1,635283,632945,635266,635631,635449,218
YKR099W,chrXI,635851,638286,1,635568,638394,635631,635266,635449,218
YKR100C,chrXI,639968,638901,-1,640319,638723,640277,640571,640424,147
YKR101W,chrXI,640540,642504,1,640530,642731,640571,640277,640424,147
YKR103W,chrXI,653080,656736,1,653080,656736,652843,652614,652729,82
YLL064C,chrXII,13445,13083,-1,13445,12945,13666,13968,13817,155
YLL063C,chrXII,16072,14648,-1,16041,14489,15982,16230,16106,101
YLL062C,chrXII,17613,16639,-1,17692,16515,17700,17970,17835,123
YLL061W,chrXII,17956,19707,1,17949,19760,17970,17700,17835,123
YLL060C,chrXII,21839,21138,-1,21839,20909,21824,22013,21919,42
YLL057C,chrXII,26994,25756,-1,27008,25565,27431,27624,27528,46
YLL055W,chrXII,30109,31704,1,29625,31767,29812,29616,29714,49
YLL052C,chrXII,36361,35912,-1,36383,35912,36649,37243,36946,447
YLL051C,chrXII,39471,37333,-1,39541,37151,39488,39788,39638,153
YLL050C,chrXII,40414,39804,-1,40443,39680,40375,40690,40533,168
YLL049W,chrXII,40666,41205,1,40641,41298,40690,40375,40533,168
YLL048C,chrXII,46265,41280,-1,46433,41175,46403,46673,46538,123
YLL046C,chrXII,47463,46714,-1,47463,46500,47559,47762,47661,56
YLL045C,chrXII,48629,47859,-1,48652,47746,48648,49020,48834,225
YLL043W,chrXII,49938,51947,1,49865,52113,49916,49577,49747,192
YLL042C,chrXII,52590,52087,-1,52639,51985,52565,52785,52675,73
YLL041C,chrXII,53931,53131,-1,54008,52853,53943,54240,54092,150
YLL040C,chrXII,63645,54211,-1,63756,54145,63705,64019,63862,167
YLL039C,chrXII,65207,64062,-1,65304,64005,65330,65611,65471,134
YLL038C,chrXII,66518,65775,-1,66568,65775,66495,66772,66634,130
YLL036C,chrXII,68256,66745,-1,68268,66660,68220,68498,68359,131
YLL035W,chrXII,68580,70478,1,68419,70710,68498,68220,68359,131
YLL034C,chrXII,73146,70633,-1,73184,70478,73150,73440,73295,143
YLL033W,chrXII,73409,74101,1,73395,74251,73440,73150,73295,143
YLL032C,chrXII,76747,74270,-1,76852,73952,76802,77077,76940,128
YLL031C,chrXII,80205,77152,-1,80269,77059,80210,80524,80367,167
YLL029W,chrXII,81461,83710,1,81358,83814,81409,81046,81228,216
YLL028W,chrXII,84804,86564,1,84646,86726,84607,84073,84340,387
YLL027W,chrXII,87403,88155,1,87256,88314,87234,86861,87048,226
YLL026W,chrXII,88623,91349,1,88573,91434,88515,88250,88383,118
YLL024C,chrXII,97485,95566,-1,97515,95432,97551,97879,97715,181
YLL023C,chrXII,98836,97997,-1,98889,97871,98839,99102,98971,116
YLL022C,chrXII,100201,99044,-1,100193,98986,100179,100363,100271,37
YLL021W,chrXII,100947,105347,1,100803,105452,100827,100543,100685,137
YLL019C,chrXII,107899,105686,-1,107899,105653,108131,108708,108420,430
YLL018C-A,chrXII,108972,108676,-1,109030,108676,108962,109274,109118,165
YLL018C,chrXII,111575,109902,-1,111614,109746,111578,111853,111716,128
YLL015W,chrXII,116432,121111,1,116313,121148,116367,116092,116230,128
YLL014W,chrXII,121322,121648,1,121304,121737,121347,121076,121212,124
YLL013C,chrXII,124714,122075,-1,125027,121905,124899,125480,125190,434
YLL012W,chrXII,125534,127255,1,125481,127334,125480,124930,125205,403
YLL011W,chrXII,127523,128992,1,127512,129055,127558,127237,127398,174
YLL010C,chrXII,130613,129330,-1,130796,129071,130782,131111,130947,182
YLL009C,chrXII,131414,131205,-1,131466,131085,131410,131710,131560,153
YLL008W,chrXII,131729,133987,1,131699,134120,131710,131410,131560,153
YLL006W,chrXII,136586,137866,1,136565,137901,136588,136329,136459,112
YLL005C,chrXII,140546,137940,-1,140546,137940,140857,141121,140989,117
YLL004W,chrXII,141073,142923,1,141067,142998,141121,140857,140989,117
YLL003W,chrXII,143201,146041,1,143153,146101,143200,142956,143078,97
YLL002W,chrXII,146291,147601,1,146276,147669,146306,146077,146192,82
YLL001W,chrXII,147890,150163,1,147860,150412,147876,147599,147738,130
YLR002C,chrXII,156334,154343,-1,156370,154245,156334,156595,156465,114
YLR004C,chrXII,159505,157934,-1,159816,157868,159622,159813,159718,44
YLR005W,chrXII,160049,161434,1,160020,161705,160053,159813,159933,93
YLR006C,chrXII,163893,161755,-1,164068,161674,164031,164427,164229,249
YLR007W,chrXII,164392,165402,1,164385,165448,164427,164031,164229,249
YLR008C,chrXII,166083,165577,-1,166194,165305,166123,166424,166274,154
YLR009W,chrXII,166537,167136,1,166397,167268,166424,166123,166274,154
YLR010C,chrXII,167802,167320,-1,168036,167116,167790,168162,167976,225
YLR011W,chrXII,169103,169678,1,169035,169799,169052,168719,168886,186
YLR013W,chrXII,171339,171764,1,171339,171764,171138,170953,171046,38
YLR014C,chrXII,174982,172268,-1,175026,171991,174983,175228,175106,98
YLR015W,chrXII,175227,176744,1,175190,176916,175228,174983,175106,98
YLR016C,chrXII,177416,176802,-1,177449,176754,177394,177665,177530,124
YLR017W,chrXII,177608,178621,1,177614,178708,177665,177394,177530,124
YLR018C,chrXII,179606,178707,-1,179696,178607,179631,180044,179838,266
YLR019W,chrXII,180288,181481,1,179982,181618,180044,179631,179838,266
YLR020C,chrXII,183405,181789,-1,183444,181612,183395,183655,183525,113
YLR021W,chrXII,183623,184162,1,183591,184210,183655,183395,183525,113
YLR022C,chrXII,184926,184174,-1,184927,184112,184893,185127,185010,87
YLR023C,chrXII,187129,185498,-1,187317,185417,187263,187702,187483,292
YLR024C,chrXII,193281,187663,-1,193465,187638,193435,193704,193570,122
YLR025W,chrXII,194452,195174,1,194403,195301,194431,194177,194304,107
YLR026C,chrXII,196472,195450,-1,196587,195417,196532,196893,196713,214
YLR027C,chrXII,198085,196829,-1,198113,196780,198052,198359,198206,160
YLR028C,chrXII,201315,199540,-1,201468,199457,201420,201695,201558,128
YLR029C,chrXII,202590,201976,-1,202613,201845,202591,202976,202784,238
YLR032W,chrXII,204991,208500,1,204940,208557,204985,204706,204846,132
YLR033W,chrXII,208761,210269,1,208708,210467,208760,208486,208623,127
YLR034C,chrXII,211933,210512,-1,212092,210352,212099,212389,212244,143
YLR035C,chrXII,214456,212369,-1,214495,212282,214426,214658,214542,85
YLR038C,chrXII,225172,224921,-1,225237,224604,225186,225485,225336,152
YLR039C,chrXII,228596,225426,-1,228534,225363,228474,228741,228608,120
YLR043C,chrXII,232013,231702,-1,232059,231612,232008,232302,232155,147
YLR044C,chrXII,234081,232390,-1,234111,232313,234194,234872,234533,531
YLR045C,chrXII,237703,235037,-1,237805,234780,237719,238014,237867,148
YLR047C,chrXII,241407,239347,-1,241643,239347,241643,242226,241935,436
YLR048W,chrXII,242232,243349,1,242190,243591,242226,241643,241935,436
YLR051C,chrXII,246977,246324,-1,246998,246223,246948,247225,247087,130
YLR052W,chrXII,247201,247953,1,247195,248097,247225,246948,247087,130
YLR054C,chrXII,250978,248717,-1,250978,248475,251035,251351,251193,169
YLR055C,chrXII,253080,251272,-1,253138,251234,253091,253689,253390,451
YLR056W,chrXII,253861,254958,1,253804,255085,253689,253091,253390,451
YLR058C,chrXII,259401,257992,-1,259440,257843,259485,259924,259705,292
YLR059C,chrXII,260547,259738,-1,260536,259554,260484,260723,260604,92
YLR060W,chrXII,260979,262766,1,260950,262872,260989,260723,260856,119
YLR061W,chrXII,263194,263948,1,263172,264039,263191,262819,263005,225
YLR064W,chrXII,265456,266277,1,265400,266361,265483,265204,265344,132
